0 0 0.132604
0 1 0.134213
0 2 0.135121
0 3 0.135537
0 4 0.138169
0 5 0.140405
0 6 0.14109
0 7 0.139353
0 8 0.139047
0 9 0.137074
0 10 0.136177
0 11 0.135423
0 12 0.134275
0 13 0.135048
0 14 0.13316
0 15 0.133221
0 16 0.13496
0 17 0.135603
0 18 0.135206
0 19 0.134449
0 20 0.135504
0 21 0.137033
0 22 0.136389
0 23 0.1391
0 24 0.1398
0 25 0.138464
0 26 0.140711
0 27 0.140224
0 28 0.141866
0 29 0.142748
0 30 0.142309
0 31 0.141589
0 32 0.140537
0 33 0.142985
0 34 0.142714
0 35 0.142577
0 36 0.140703
0 37 0.139995
0 38 0.138529
0 39 0.138248
0 40 0.138737
0 41 0.137297
0 42 0.136798
0 43 0.135519
0 44 0.131946
0 45 0.130816
0 46 0.129366
0 47 0.130696
0 48 0.129594
0 49 0.127698
0 50 0.12568
0 51 0.124178
0 52 0.12397
0 53 0.122481
0 54 0.122203
0 55 0.120715
0 56 0.120545
0 57 0.120415
0 58 0.121938
0 59 0.123428
0 60 0.124093
0 61 0.125063
0 62 0.124161
0 63 0.125305
0 64 0.127642
0 65 0.127598
0 66 0.128669
0 67 0.129619
0 68 0.13146
0 69 0.131387
0 70 0.131379
0 71 0.13358
0 72 0.134528
0 73 0.137217
0 74 0.138041
0 75 0.138955
0 76 0.138208
0 77 0.137597
0 78 0.138429
0 79 0.135897
0 80 0.136962
0 81 0.137528

1 0 0.133782
1 1 0.135104
1 2 0.137223
1 3 0.13799
1 4 0.13957
1 5 0.141914
1 6 0.142483
1 7 0.140401
1 8 0.138579
1 9 0.137133
1 10 0.137491
1 11 0.135947
1 12 0.135384
1 13 0.135327
1 14 0.134505
1 15 0.13377
1 16 0.134109
1 17 0.134133
1 18 0.134776
1 19 0.135135
1 20 0.136068
1 21 0.138087
1 22 0.137542
1 23 0.138657
1 24 0.137558
1 25 0.138862
1 26 0.139728
1 27 0.140694
1 28 0.141062
1 29 0.14222
1 30 0.14076
1 31 0.141471
1 32 0.140953
1 33 0.142238
1 34 0.142865
1 35 0.142456
1 36 0.140907
1 37 0.141083
1 38 0.138148
1 39 0.138514
1 40 0.137197
1 41 0.135962
1 42 0.136039
1 43 0.134639
1 44 0.133048
1 45 0.132398
1 46 0.131976
1 47 0.131615
1 48 0.129953
1 49 0.127479
1 50 0.124955
1 51 0.124106
1 52 0.122821
1 53 0.122336
1 54 0.12277
1 55 0.12078
1 56 0.120642
1 57 0.12056
1 58 0.121408
1 59 0.123827
1 60 0.124484
1 61 0.124783
1 62 0.12502
1 63 0.125166
1 64 0.127616
1 65 0.12772
1 66 0.129236
1 67 0.129629
1 68 0.130709
1 69 0.131222
1 70 0.131552
1 71 0.132736
1 72 0.133793
1 73 0.136092
1 74 0.136701
1 75 0.138004
1 76 0.138535
1 77 0.137154
1 78 0.138055
1 79 0.135666
1 80 0.136787
1 81 0.139477

2 0 0.135617
2 1 0.136134
2 2 0.140428
2 3 0.140459
2 4 0.141048
2 5 0.142046
2 6 0.141875
2 7 0.142223
2 8 0.140525
2 9 0.138749
2 10 0.138998
2 11 0.138468
2 12 0.136071
2 13 0.135628
2 14 0.13512
2 15 0.133133
2 16 0.134805
2 17 0.135742
2 18 0.136105
2 19 0.134813
2 20 0.136486
2 21 0.137848
2 22 0.138957
2 23 0.139173
2 24 0.138099
2 25 0.137676
2 26 0.138526
2 27 0.140546
2 28 0.140829
2 29 0.140641
2 30 0.140274
2 31 0.14163
2 32 0.142043
2 33 0.141502
2 34 0.140825
2 35 0.141623
2 36 0.140242
2 37 0.14093
2 38 0.139208
2 39 0.139186
2 40 0.13867
2 41 0.13706
2 42 0.135196
2 43 0.135166
2 44 0.133726
2 45 0.132988
2 46 0.1334
2 47 0.131203
2 48 0.130985
2 49 0.128447
2 50 0.127218
2 51 0.124804
2 52 0.123674
2 53 0.123063
2 54 0.122543
2 55 0.120877
2 56 0.119824
2 57 0.120697
2 58 0.121451
2 59 0.122751
2 60 0.125296
2 61 0.12379
2 62 0.124743
2 63 0.126577
2 64 0.12751
2 65 0.128126
2 66 0.128635
2 67 0.129556
2 68 0.130181
2 69 0.132
2 70 0.131821
2 71 0.133141
2 72 0.134267
2 73 0.135387
2 74 0.136668
2 75 0.137664
2 76 0.137116
2 77 0.137906
2 78 0.136359
2 79 0.137693
2 80 0.136952
2 81 0.139764

3 0 0.136973
3 1 0.138168
3 2 0.140255
3 3 0.142136
3 4 0.142725
3 5 0.143933
3 6 0.143859
3 7 0.141633
3 8 0.141702
3 9 0.140216
3 10 0.138851
3 11 0.138587
3 12 0.137575
3 13 0.136137
3 14 0.135746
3 15 0.135225
3 16 0.135663
3 17 0.136263
3 18 0.135208
3 19 0.135471
3 20 0.136073
3 21 0.135767
3 22 0.136665
3 23 0.138947
3 24 0.140036
3 25 0.138169
3 26 0.137326
3 27 0.139524
3 28 0.140452
3 29 0.140917
3 30 0.140683
3 31 0.140693
3 32 0.142225
3 33 0.142107
3 34 0.141334
3 35 0.141464
3 36 0.141171
3 37 0.140942
3 38 0.141277
3 39 0.139128
3 40 0.138966
3 41 0.138227
3 42 0.136063
3 43 0.134935
3 44 0.134131
3 45 0.133501
3 46 0.132268
3 47 0.133009
3 48 0.131904
3 49 0.128803
3 50 0.128351
3 51 0.125938
3 52 0.124404
3 53 0.123821
3 54 0.122691
3 55 0.120235
3 56 0.119654
3 57 0.1211
3 58 0.122782
3 59 0.123416
3 60 0.123621
3 61 0.123888
3 62 0.124448
3 63 0.126576
3 64 0.128424
3 65 0.128346
3 66 0.12905
3 67 0.130422
3 68 0.131527
3 69 0.13246
3 70 0.132748
3 71 0.133033
3 72 0.134268
3 73 0.13511
3 74 0.13549
3 75 0.135905
3 76 0.137023
3 77 0.137099
3 78 0.136054
3 79 0.135248
3 80 0.137077
3 81 0.139523

4 0 0.137959
4 1 0.138819
4 2 0.142274
4 3 0.144416
4 4 0.144859
