0.132604,0.134213,0.135121,0.135537,0.138169,0.140405,0.141090,0.139353,0.139047,0.137074,0.136177,0.135423,0.134275,0.135048,0.133160,0.133221,0.134960,0.135603,0.135206,0.134449,0.135504,0.137033,0.136389,0.139100,0.139800,0.138464,0.140711,0.140224,0.141866,0.142748,0.142309,0.141589,0.140537,0.142985,0.142714,0.142577,0.140703,0.139995,0.138529,0.138248,0.138737,0.137297,0.136798,0.135519,0.131946,0.130816,0.129366,0.130696,0.129594,0.127698,0.125680,0.124178,0.123970,0.122481,0.122203,0.120715,0.120545,0.120415,0.121938,0.123428,0.124093,0.125063,0.124161,0.125305,0.127642,0.127598,0.128669,0.129619,0.131460,0.131387,0.131379,0.133580,0.134528,0.137217,0.138041,0.138955,0.138208,0.137597,0.138429,0.135897,0.136962,0.137528
0.133782,0.135104,0.137223,0.137990,0.139570,0.141914,0.142483,0.140401,0.138579,0.137133,0.137491,0.135947,0.135384,0.135327,0.134505,0.133770,0.134109,0.134133,0.134776,0.135135,0.136068,0.138087,0.137542,0.138657,0.137558,0.138862,0.139728,0.140694,0.141062,0.142220,0.140760,0.141471,0.140953,0.142238,0.142865,0.142456,0.140907,0.141083,0.138148,0.138514,0.137197,0.135962,0.136039,0.134639,0.133048,0.132398,0.131976,0.131615,0.129953,0.127479,0.124955,0.124106,0.122821,0.122336,0.122770,0.120780,0.120642,0.120560,0.121408,0.123827,0.124484,0.124783,0.125020,0.125166,0.127616,0.127720,0.129236,0.129629,0.130709,0.131222,0.131552,0.132736,0.133793,0.136092,0.136701,0.138004,0.138535,0.137154,0.138055,0.135666,0.136787,0.139477
0.135617,0.136134,0.140428,0.140459,0.141048,0.142046,0.141875,0.142223,0.140525,0.138749,0.138998,0.138468,0.136071,0.135628,0.135120,0.133133,0.134805,0.135742,0.136105,0.134813,0.136486,0.137848,0.138957,0.139173,0.138099,0.137676,0.138526,0.140546,0.140829,0.140641,0.140274,0.141630,0.142043,0.141502,0.140825,0.141623,0.140242,0.140930,0.139208,0.139186,0.138670,0.137060,0.135196,0.135166,0.133726,0.132988,0.133400,0.131203,0.130985,0.128447,0.127218,0.124804,0.123674,0.123063,0.122543,0.120877,0.119824,0.120697,0.121451,0.122751,0.125296,0.123790,0.124743,0.126577,0.127510,0.128126,0.128635,0.129556,0.130181,0.132000,0.131821,0.133141,0.134267,0.135387,0.136668,0.137664,0.137116,0.137906,0.136359,0.137693,0.136952,0.139764
0.136973,0.138168,0.140255,0.142136,0.142725,0.143933,0.143859,0.141633,0.141702,0.140216,0.138851,0.138587,0.137575,0.136137,0.135746,0.135225,0.135663,0.136263,0.135208,0.135471,0.136073,0.135767,0.136665,0.138947,0.140036,0.138169,0.137326,0.139524,0.140452,0.140917,0.140683,0.140693,0.142225,0.142107,0.141334,0.141464,0.141171,0.140942,0.141277,0.139128,0.138966,0.138227,0.136063,0.134935,0.134131,0.133501,0.132268,0.133009,0.131904,0.128803,0.128351,0.125938,0.124404,0.123821,0.122691,0.120235,0.119654,0.121100,0.122782,0.123416,0.123621,0.123888,0.124448,0.126576,0.128424,0.128346,0.129050,0.130422,0.131527,0.132460,0.132748,0.133033,0.134268,0.135110,0.135490,0.135905,0.137023,0.137099,0.136054,0.135248,0.137077,0.139523
0.137959,0.138819,0.142274,0.144416,0.144859,0.145508,0.144172,0.143482,0.141288,0.140895,0.139526,0.138116,0.137556,0.137081,0.136304,0.136622,0.135437,0.136806,0.136831,0.137042,0.135779,0.136019,0.135874,0.136824,0.137113,0.136815,0.137235,0.137782,0.140695,0.141478,0.140487,0.139315,0.141047,0.142189,0.141928,0.141744,0.141873,0.142103,0.140728,0.140093,0.139870,0.138530,0.137295,0.135096,0.133584,0.132756,0.133987,0.132622,0.132288,0.130459,0.128938,0.126312,0.125109,0.125041,0.123764,0.122346,0.120412,0.121669,0.123642,0.123077,0.123180,0.123056,0.122727,0.126283,0.127027,0.127896,0.129953,0.130806,0.130772,0.132669,0.132861,0.134284,0.134892,0.134578,0.135415,0.135976,0.136780,0.136361,0.136146,0.136080,0.137596,0.139530
0.138103,0.139561,0.141629,0.143301,0.144099,0.144947,0.144150,0.144105,0.141660,0.141470,0.141387,0.139639,0.137703,0.138121,0.137854,0.136026,0.136218,0.136947,0.136611,0.137880,0.137569,0.136887,0.136481,0.137406,0.137742,0.136661,0.137039,0.137846,0.139589,0.139233,0.139826,0.139716,0.140380,0.141199,0.141401,0.141887,0.142750,0.143173,0.142295,0.141268,0.139896,0.139232,0.138203,0.136368,0.134510,0.134064,0.134107,0.133028,0.133705,0.132239,0.129728,0.125936,0.125106,0.124667,0.122899,0.121318,0.120983,0.121951,0.123325,0.122703,0.122453,0.121967,0.123682,0.125836,0.127955,0.128785,0.130384,0.131496,0.132667,0.132129,0.132375,0.133510,0.134922,0.135179,0.136081,0.136062,0.136998,0.135346,0.136597,0.136378,0.137525,0.138735
0.141366,0.142572,0.142384,0.143687,0.144424,0.144547,0.144526,0.143697,0.142062,0.142418,0.141464,0.139976,0.139014,0.137523,0.137431,0.137770,0.136320,0.138088,0.138912,0.138644,0.137481,0.137109,0.136994,0.137086,0.138146,0.138175,0.137272,0.138040,0.140192,0.139010,0.139099,0.140255,0.140624,0.141013,0.141208,0.142641,0.143418,0.142388,0.142905,0.142538,0.141400,0.138942,0.137273,0.136500,0.134810,0.133261,0.132939,0.132376,0.132690,0.131895,0.130775,0.128614,0.125940,0.124895,0.123272,0.122065,0.121536,0.121234,0.122338,0.122126,0.122581,0.122859,0.123981,0.126116,0.129118,0.130038,0.130996,0.132189,0.133210,0.133108,0.133441,0.133907,0.134654,0.136254,0.136761,0.137609,0.137521,0.136702,0.137315,0.137524,0.137963,0.138139
0.142519,0.142799,0.143117,0.144108,0.143363,0.144160,0.144654,0.143772,0.142514,0.142034,0.140371,0.139289,0.137554,0.137101,0.137065,0.137559,0.136194,0.136147,0.136563,0.137382,0.138056,0.136686,0.137328,0.136836,0.137667,0.138132,0.139392,0.140020,0.140778,0.140696,0.140207,0.139256,0.140420,0.140539,0.141450,0.142846,0.142802,0.143812,0.143201,0.143689,0.143064,0.139702,0.137955,0.136894,0.135355,0.134218,0.133235,0.131505,0.131136,0.130820,0.131105,0.126964,0.125183,0.124303,0.123350,0.122483,0.122555,0.122789,0.122619,0.122748,0.123040,0.122573,0.124486,0.126742,0.128745,0.130323,0.132387,0.133367,0.134737,0.134779,0.134290,0.135234,0.135902,0.136797,0.138004,0.139184,0.138981,0.138489,0.139139,0.137853,0.139592,0.139860
0.144143,0.144570,0.144793,0.144009,0.144274,0.144972,0.144608,0.143882,0.142975,0.140920,0.141092,0.139343,0.137927,0.136676,0.138164,0.138535,0.137817,0.137319,0.136283,0.136301,0.136458,0.136013,0.137021,0.137718,0.137966,0.138388,0.138106,0.139627,0.141027,0.139862,0.140568,0.139663,0.139645,0.141284,0.142215,0.142598,0.143650,0.145464,0.144564,0.144125,0.143612,0.139637,0.138569,0.136805,0.135754,0.135428,0.134058,0.131655,0.131485,0.131642,0.129311,0.126532,0.124698,0.124171,0.124237,0.123207,0.123329,0.124112,0.123595,0.124291,0.124246,0.125510,0.126127,0.127798,0.131066,0.132379,0.134173,0.134660,0.135124,0.134903,0.135394,0.135782,0.136250,0.137462,0.138684,0.139236,0.139499,0.139416,0.138354,0.138667,0.140273,0.140248
0.145919,0.145901,0.145205,0.144791,0.144582,0.144532,0.144046,0.142930,0.140919,0.141185,0.140222,0.138855,0.136147,0.135783,0.137057,0.137870,0.139430,0.137903,0.137210,0.136472,0.134176,0.134954,0.136325,0.137845,0.137060,0.137037,0.140171,0.140366,0.139708,0.140959,0.141166,0.140325,0.139647,0.140787,0.142516,0.143648,0.144471,0.144610,0.143723,0.145251,0.144624,0.142718,0.139496,0.138327,0.136959,0.135922,0.133807,0.132477,0.130896,0.130476,0.129076,0.128084,0.125127,0.124896,0.124553,0.124312,0.124213,0.124825,0.125844,0.126834,0.125674,0.126187,0.128038,0.129551,0.132101,0.132735,0.134903,0.135903,0.136340,0.135747,0.136307,0.136292,0.135909,0.137926,0.138469,0.138980,0.138875,0.139655,0.140393,0.139583,0.139598,0.141301
